0.085	0
0.359	0
0.372	0
0.672	0
0.685	0
0.697	0
1.005	0
1.018	0
1.379	0
1.391	0
1.403	0
1.419	0
1.651	0
1.665	0
1.955	0
1.968	0
2.264	0
2.521	0
2.533	0
2.547	0
2.563	0
2.778	0
2.792	0
3.068	0
3.081	0
3.094	0
3.298	0
3.312	0
3.327	0
3.342	0
3.358	0
3.522	0
3.535	0
3.549	0
3.565	0
3.739	0
3.753	0
3.767	0
3.861	0
4.108	0
4.125	0
4.391	0
4.405	0
4.422	0
4.539	0
4.552	0
4.565	0
4.671	0
4.696	0
4.709	0
4.825	0
4.838	0
5.059	0
5.072	0
5.308	0
5.6	0
5.615	0
5.628	0
5.831	0
5.848	0
6.117	0
6.133	0
6.543	0
6.557	0
6.58	0
6.595	0
6.692	0
6.706	0
6.891	0
7.126	0
7.139	0
7.155	0
7.242	0
7.258	0
7.275	0
7.404	0
7.423	0
7.439	0
7.454	0
7.522	0
7.63	0
7.643	0
7.676	0
7.693	0
7.787	0
7.942	0
7.956	0
8.123	0
8.14	0
8.423	0
8.44	0
8.455	0
8.668	0
8.683	0
8.921	0
8.937	0
8.951	0
9.035	0
9.052	0
9.067	0
9.132	0
9.231	0
9.245	0
9.417	0
9.431	0
9.447	0
9.462	0
9.575	0
9.71	0
9.727	0
9.858	0
9.872	0
9.885	0
0.088	1
0.106	1
0.361	1
0.374	1
0.387	1
0.403	1
0.419	1
0.655	1
0.668	1
0.681	1
0.697	1
1.008	1
1.383	1
1.396	1
1.409	1
1.421	1
1.653	1
1.667	1
1.68	1
1.696	1
1.712	1
1.937	1
1.95	1
1.963	1
1.979	1
2.25	1
2.266	1
2.283	1
2.298	1
2.505	1
2.518	1
2.53	1
2.547	1
2.563	1
2.778	1
2.792	1
3.069	1
3.081	1
3.094	1
3.301	1
3.314	1
3.327	1
3.342	1
3.358	1
3.525	1
3.538	1
3.55	1
3.565	1
3.737	1
3.751	1
3.765	1
3.862	1
4.109	1
4.125	1
4.395	1
4.408	1
4.421	1
4.538	1
4.551	1
4.564	1
4.671	1
4.834	1
5.06	1
5.073	1
5.307	1
5.614	1
5.847	1
5.86	1
6.106	1
6.12	1
6.596	1
6.694	1
6.895	1
6.907	1
6.923	1
7.116	1
7.129	1
7.141	1
7.155	1
7.247	1
7.426	1
7.439	1
7.454	1
7.52	1
7.644	1
7.676	1
7.693	1
7.791	1
7.939	1
7.955	1
8.136	1
8.149	1
8.161	1
8.397	1
8.417	1
8.441	1
8.455	1
8.674	1
8.688	1
8.704	1
8.907	1
8.921	1
8.937	1
8.951	1
9.035	1
9.052	1
9.099	1
9.136	1
9.155	1
9.223	1
9.24	1
9.421	1
9.434	1
9.446	1
9.462	1
9.573	1
9.712	1
9.727	1
9.862	1
9.875	1
9.889	1
0.09	2
0.361	2
0.374	2
0.387	2
0.403	2
0.419	2
0.651	2
0.665	2
1.019	2
1.373	2
1.386	2
1.67	2
1.683	2
1.696	2
1.712	2
1.929	2
1.944	2
2.27	2
2.283	2
2.298	2
2.502	2
2.516	2
2.798	2
2.81	2
2.825	2
2.84	2
3.046	2
3.06	2
3.314	2
3.327	2
3.342	2
3.358	2
3.518	2
3.533	2
3.753	2
3.768	2
3.854	2
3.869	2
3.883	2
4.087	2
4.105	2
4.125	2
4.142	2
4.376	2
4.395	2
4.408	2
4.421	2
4.532	2
4.547	2
4.564	2
4.661	2
4.677	2
4.694	2
4.709	2
4.759	2
4.8	2
4.825	2
4.839	2
5.057	2
5.071	2
5.308	2
5.597	2
5.612	2
5.628	2
5.827	2
5.845	2
5.858	2
6.113	2
6.126	2
6.54	2
6.557	2
6.58	2
6.596	2
6.685	2
6.699	2
6.889	2
6.913	2
6.925	2
7.105	2
7.12	2
7.427	2
7.439	2
7.454	2
7.52	2
7.631	2
7.645	2
7.66	2
7.676	2
7.693	2
7.787	2
7.935	2
7.954	2
8.137	2
8.15	2
8.419	2
8.681	2
8.694	2
8.917	2
9.231	2
9.244	2
9.415	2
9.43	2
9.449	2
9.462	2
9.516	2
9.558	2
9.578	2
9.701	2
9.715	2
9.867	2
0.104	3
0.335	3
0.363	3
0.376	3
0.388	3
0.403	3
0.419	3
0.622	3
0.654	3
0.667	3
0.681	3
0.697	3
0.713	3
0.981	3
1.001	3
1.017	3
1.36	3
1.381	3
1.394	3
1.407	3
1.419	3
1.637	3
1.658	3
1.673	3
1.686	3
1.699	3
1.712	3
1.921	3
1.941	3
1.955	3
1.968	3
2.26	3
2.275	3
2.288	3
2.512	3
2.795	3
2.808	3
2.824	3
2.84	3
3.035	3
3.055	3
3.068	3
3.081	3
3.094	3
3.276	3
3.302	3
3.315	3
3.327	3
3.342	3
3.358	3
3.511	3
3.529	3
3.541	3
3.554	3
3.566	3
3.581	3
3.65	3
3.723	3
3.742	3
3.755	3
3.768	3
3.829	3
3.857	3
3.871	3
3.885	3
4.082	3
4.103	3
4.117	3
4.397	3
4.409	3
4.421	3
4.514	3
4.538	3
4.551	3
4.564	3
4.58	3
4.635	3
4.666	3
4.68	3
4.693	3
4.709	3
4.725	3
4.768	3
4.811	3
4.831	3
5.06	3
5.073	3
5.295	3
5.309	3
5.599	3
5.614	3
5.84	3
5.855	3
5.869	3
6.083	3
6.109	3
6.123	3
6.539	3
6.574	3
6.595	3
6.669	3
6.693	3
6.706	3
6.889	3
6.912	3
6.924	3
6.939	3
7.091	3
7.116	3
7.128	3
7.14	3
7.155	3
7.219	3
7.249	3
7.408	3
7.424	3
7.439	3
7.454	3
7.504	3
7.524	3
7.585	3
7.612	3
7.63	3
7.644	3
7.66	3
7.676	3
7.693	3
7.771	3
7.792	3
7.926	3
7.942	3
7.955	3
8.125	3
8.141	3
8.419	3
8.44	3
8.455	3
8.651	3
8.676	3
8.689	3
8.704	3
8.884	3
8.91	3
8.923	3
8.935	3
8.951	3
8.977	3
9.027	3
9.047	3
9.113	3
9.138	3
9.21	3
9.233	3
9.249	3
9.337	3
9.41	3
9.428	3
9.58	3
9.702	3
9.716	3
9.862	3
9.875	3
9.889	3
0.092	4
0.367	4
0.38	4
0.392	4
0.404	4
0.419	4
0.657	4
0.67	4
0.683	4
0.697	4
1.011	4
1.383	4
1.396	4
1.41	4
1.667	4
1.68	4
1.696	4
1.712	4
1.939	4
1.953	4
1.966	4
1.979	4
2.256	4
2.271	4
2.284	4
2.298	4
2.509	4
2.522	4
2.535	4
2.548	4
2.563	4
2.784	4
2.797	4
2.809	4
2.824	4
2.84	4
3.052	4
3.065	4
3.078	4
3.092	4
3.304	4
3.317	4
3.329	4
3.342	4
3.358	4
3.527	4
3.539	4
3.551	4
3.565	4
3.741	4
3.754	4
3.768	4
3.865	4
4.113	4
4.125	4
4.397	4
4.409	4
4.421	4
4.541	4
5.069	4
5.081	4
5.3	4
5.316	4
5.601	4
5.615	4
5.849	4
6.12	4
6.133	4
6.544	4
6.557	4
6.581	4
6.596	4
6.697	4
6.898	4
6.91	4
6.923	4
7.117	4
7.13	4
7.142	4
7.155	4
7.254	4
7.424	4
7.439	4
7.454	4
7.641	4
7.796	4
7.919	4
7.942	4
7.955	4
8.14	4
8.684	4
8.924	4
8.936	4
8.951	4
9.045	4
9.134	4
9.234	4
9.427	4
9.87	4
0.088	5
0.354	5
0.369	5
0.382	5
0.672	5
0.685	5
0.697	5
1.002	5
1.017	5
1.372	5
1.386	5
1.669	5
1.681	5
1.696	5
1.712	5
1.924	5
1.942	5
1.956	5
2.267	5
2.28	5
2.298	5
2.495	5
2.512	5
2.797	5
2.809	5
2.824	5
2.84	5
3.04	5
3.056	5
3.07	5
3.312	5
3.328	5
3.342	5
3.358	5
3.517	5
3.532	5
3.753	5
3.768	5
3.848	5
3.866	5
4.1	5
4.113	5
4.125	5
4.141	5
4.365	5
4.392	5
4.406	5
4.422	5
4.53	5
4.545	5
4.672	5
4.696	5
4.709	5
4.741	5
4.812	5
4.83	5
5.065	5
5.304	5
5.604	5
5.618	5
5.844	5
5.858	5
6.109	5
6.122	5
6.574	5
6.594	5
6.693	5
6.707	5
6.889	5
7.121	5
7.422	5
7.44	5
7.454	5
7.518	5
7.631	5
7.644	5
7.66	5
7.676	5
7.692	5
7.771	5
7.791	5
7.935	5
7.954	5
8.137	5
8.15	5
8.417	5
8.442	5
8.675	5
8.688	5
8.704	5
8.903	5
8.918	5
9.14	5
9.203	5
9.228	5
9.242	5
9.41	5
9.426	5
9.587	5
9.685	5
9.708	5
9.727	5
9.86	5
9.873	5
9.885	5
0.087	6
0.106	6
0.346	6
0.366	6
0.378	6
0.39	6
0.403	6
0.419	6
0.651	6
0.665	6
1.02	6
1.377	6
1.389	6
1.403	6
1.419	6
1.651	6
1.664	6
1.955	6
1.968	6
2.264	6
2.521	6
2.533	6
2.547	6
2.563	6
2.779	6
2.793	6
3.067	6
3.08	6
3.092	6
3.297	6
3.311	6
3.332	6
3.344	6
3.358	6
3.52	6
3.534	6
3.553	6
3.565	6
3.737	6
3.752	6
3.767	6
3.861	6
4.106	6
4.126	6
4.393	6
4.406	6
4.422	6
4.541	6
4.681	6
4.694	6
4.709	6
4.825	6
4.84	6
5.062	6
5.075	6
5.305	6
5.324	6
5.477	6
5.502	6
5.608	6
5.623	6
5.797	6
5.837	6
5.853	6
6.113	6
6.126	6
6.544	6
6.557	6
6.584	6
6.598	6
6.69	6
6.703	6
6.717	6
6.883	6
6.897	6
6.909	6
6.923	6
7.111	6
7.124	6
7.139	6
7.155	6
7.243	6
7.258	6
7.415	6
7.43	6
7.645	6
7.66	6
7.676	6
7.696	6
7.793	6
7.936	6
7.955	6
8.134	6
8.147	6
8.163	6
8.402	6
8.42	6
8.44	6
8.455	6
8.658	6
8.678	6
8.691	6
8.704	6
8.898	6
8.916	6
9.223	6
9.239	6
9.419	6
9.432	6
9.447	6
9.462	6
9.516	6
9.565	6
9.582	6
9.693	6
9.711	6
9.727	6
9.861	6
9.874	6
0.075	7
0.364	7
0.376	7
0.388	7
0.403	7
0.419	7
0.648	7
0.663	7
1.02	7
1.376	7
1.389	7
1.403	7
1.419	7
1.648	7
1.663	7
1.955	7
1.968	7
2.262	7
2.521	7
2.533	7
2.547	7
2.563	7
2.78	7
2.793	7
3.069	7
3.081	7
3.094	7
3.298	7
3.312	7
3.327	7
3.342	7
3.358	7
3.522	7
3.535	7
3.549	7
3.565	7
3.74	7
3.753	7
3.768	7
3.86	7
4.109	7
4.125	7
4.395	7
4.408	7
4.421	7
4.538	7
4.551	7
4.564	7
4.671	7
4.709	7
4.827	7
5.066	7
5.081	7
5.293	7
5.308	7
5.614	7
5.628	7
5.834	7
5.851	7
6.115	7
6.579	7
6.596	7
6.693	7
6.894	7
6.907	7
6.923	7
7.115	7
7.128	7
7.14	7
7.155	7
7.239	7
7.256	7
7.274	7
7.413	7
7.427	7
7.439	7
7.454	7
7.511	7
7.632	7
7.645	7
7.66	7
7.676	7
7.701	7
7.78	7
7.795	7
7.925	7
7.942	7
7.955	7
8.137	7
8.15	7
8.419	7
8.442	7
8.455	7
8.672	7
8.685	7
8.92	7
9.223	7
9.24	7
9.412	7
9.427	7
9.727	7
9.856	7
9.87	7
0.106	8
0.36	8
0.373	8
0.391	8
0.403	8
0.419	8
0.658	8
0.671	8
0.683	8
0.697	8
1.008	8
1.02	8
1.38	8
1.392	8
1.405	8
1.419	8
1.655	8
1.668	8
1.68	8
1.696	8
1.712	8
1.937	8
1.951	8
1.965	8
1.979	8
2.253	8
2.267	8
2.281	8
2.298	8
2.509	8
2.522	8
2.535	8
2.548	8
2.563	8
2.784	8
2.797	8
2.809	8
2.825	8
2.84	8
3.052	8
3.065	8
3.078	8
3.092	8
3.302	8
3.315	8
3.327	8
3.342	8
3.358	8
3.528	8
3.54	8
3.552	8
3.565	8
3.741	8
3.754	8
3.768	8
3.862	8
4.112	8
4.124	8
4.397	8
4.409	8
4.422	8
4.542	8
5.069	8
5.082	8
5.292	8
5.307	8
5.616	8
5.851	8
6.115	8
6.597	8
6.698	8
6.897	8
6.909	8
6.923	8
7.117	8
7.13	8
7.142	8
7.155	8
7.254	8
7.422	8
7.44	8
7.454	8
7.642	8
7.797	8
7.94	8
7.956	8
8.137	8
8.15	8
8.42	8
8.441	8
8.681	8
8.694	8
8.923	8
8.935	8
8.951	8
9.046	8
9.135	8
9.235	8
9.428	8
9.871	8
0.105	9
0.353	9
0.368	9
0.381	9
0.394	9
0.406	9
0.419	9
0.65	9
0.664	9
1.019	9
1.37	9
1.385	9
1.668	9
1.68	9
1.696	9
1.712	9
1.93	9
1.944	9
2.271	9
2.284	9
2.298	9
2.503	9
2.517	9
2.532	9
2.547	9
2.563	9
2.774	9
2.789	9
3.067	9
3.08	9
3.092	9
3.283	9
3.304	9
3.317	9
3.329	9
3.342	9
3.358	9
3.511	9
3.528	9
3.541	9
3.554	9
3.566	9
3.725	9
3.742	9
3.755	9
3.768	9
3.852	9
3.867	9
3.886	9
4.093	9
4.109	9
4.125	9
4.141	9
4.378	9
4.396	9
4.408	9
4.421	9
4.536	9
4.55	9
4.563	9
4.662	9
4.679	9
4.693	9
4.709	9
4.747	9
4.829	9
5.063	9
5.081	9
5.292	9
5.308	9
5.603	9
5.616	9
5.847	9
5.86	9
6.098	9
6.116	9
6.589	9
6.693	9
6.895	9
6.907	9
6.923	9
7.109	9
7.123	9
